Image,Class,W400,W410,W420,W430,W440,W450,W460,W470,W480,W490,W500,W510,W520,W530,W540,W550,W560,W570,W580,W590,W600,W610,W620,W630,W640,W650,W660,W670,W680,W690,W700
seborrheic_keratosis_aug_322.mat,seborrheic_keratosis,0.23546734,0.29914275,0.28337762,0.27487805,0.25959295,0.2653738,0.2960567,0.30461442,0.3500342,0.37344483,0.3601277,0.42484123,0.43022117,0.48332283,0.4980516,0.5290781,0.5515571,0.58162814,0.59258515,0.6670558,0.6773279,0.7186083,0.76228654,0.70952404,0.6628963,0.6565006,0.6436551,0.70914376,0.7279171,0.7335565,0.68617684
seborrheic_keratosis_aug_33.mat,seborrheic_keratosis,0.44231674,0.48775798,0.49410665,0.48087782,0.46452284,0.45666072,0.48377562,0.51086897,0.5185232,0.5742918,0.61149025,0.6588809,0.69454956,0.7594549,0.80569106,0.8161218,0.81557274,0.85044026,0.86312526,0.9443134,0.9890688,1.0459015,1.0944299,1.0501121,1.0002805,0.9919317,0.99657065,0.9421764,0.94831234,0.8874928,0.8540659
seborrheic_keratosis_aug_34.mat,seborrheic_keratosis,0.33853385,0.41202292,0.4352713,0.42562255,0.41488174,0.43686342,0.47904566,0.49687067,0.50227153,0.5551869,0.5976159,0.6621204,0.7073524,0.7866194,0.84242666,0.87076527,0.8856536,0.97641695,1.0389086,1.0639727,1.0739272,1.1284848,1.1605796,1.0443687,0.95740485,0.9723961,0.9862677,0.97117174,1.0290082,1.0733626,1.0876217
seborrheic_keratosis_aug_35.mat,seborrheic_keratosis,0.3436258,0.38863418,0.3943667,0.3791264,0.36019462,0.35553217,0.3686983,0.37292042,0.37859526,0.4137015,0.44139865,0.49133545,0.51679796,0.5641875,0.59423494,0.60524523,0.62528634,0.6650325,0.69313806,0.7338487,0.75515807,0.7887221,0.81533295,0.73873854,0.68031514,0.6864915,0.696304,0.68746847,0.7392495,0.7845141,0.7996855
seborrheic_keratosis_aug_36.mat,seborrheic_keratosis,0.09521125,0.14656816,0.119953625,0.12121229,0.11771516,0.119630106,0.15221696,0.16460402,0.22255671,0.23105441,0.20104216,0.25092253,0.23599888,0.27890584,0.2908556,0.3250159,0.3301944,0.34139434,0.3538957,0.4368974,0.4618335,0.50962645,0.56684864,0.5484437,0.5292059,0.5210887,0.4976012,0.55522627,0.54866165,0.5350031,0.47298065
seborrheic_keratosis_aug_37.mat,seborrheic_keratosis,0.15444173,0.21147493,0.18126142,0.18458793,0.17833814,0.1797729,0.21313663,0.22435552,0.28142336,0.29388198,0.2506214,0.31113988,0.30919248,0.37083128,0.38878074,0.42831188,0.4170504,0.4526652,0.454952,0.57116073,0.5948217,0.64463353,0.696333,0.6693707,0.6274257,0.59306574,0.55635864,0.64088845,0.63092905,0.5940214,0.5456894
seborrheic_keratosis_aug_38.mat,seborrheic_keratosis,0.47223985,0.5068066,0.5126984,0.4964748,0.47756383,0.463048,0.4782633,0.4949828,0.48600116,0.5406026,0.5785606,0.6241984,0.66394794,0.72726226,0.7753726,0.78261805,0.7837515,0.8173888,0.8262673,0.91385055,0.96526164,1.0192208,1.0636321,1.0208293,0.9699954,0.95441014,0.95895165,0.9058585,0.9187916,0.8710417,0.8626551
seborrheic_keratosis_aug_39.mat,seborrheic_keratosis,0.1987061,0.2657225,0.2696261,0.2731441,0.26991358,0.28727937,0.3294052,0.34751445,0.3986519,0.4140759,0.40710607,0.44791684,0.43741935,0.48010612,0.4982723,0.5232466,0.53809404,0.5985494,0.6573968,0.7122586,0.73408085,0.80532193,0.86808234,0.80857795,0.7687581,0.79141515,0.8011607,0.8212019,0.8306398,0.8133726,0.7274048
seborrheic_keratosis_aug_4.mat,seborrheic_keratosis,0.46901944,0.50875586,0.5128765,0.49371085,0.47077867,0.4600633,0.47616357,0.48983544,0.4876442,0.5364391,0.56934685,0.6197575,0.6611277,0.7319996,0.7844151,0.8019673,0.8170017,0.8619443,0.88239413,0.967725,1.0142434,1.0670688,1.1057127,1.0458198,0.9843658,0.9667164,0.96671456,0.92952895,0.95219684,0.93673825,0.9466872
seborrheic_keratosis_aug_40.mat,seborrheic_keratosis,0.2521306,0.29353896,0.2695353,0.25857234,0.24895346,0.23922153,0.25109583,0.24842165,0.27199256,0.2949831,0.29420865,0.35301605,0.36017245,0.40223798,0.41870683,0.44040683,0.4547481,0.46589765,0.46894658,0.5401127,0.5607475,0.5779183,0.6045777,0.55500734,0.5082765,0.4925359,0.47130978,0.48907346,0.51237065,0.5228942,0.49153697
seborrheic_keratosis_aug_41.mat,seborrheic_keratosis,0.14474335,0.19031994,0.19012299,0.19554411,0.19704929,0.19466883,0.22917446,0.24829423,0.27186543,0.30714676,0.3223521,0.37946084,0.40707296,0.4772472,0.5250519,0.55596405,0.54010165,0.59375316,0.6181861,0.6220098,0.6026688,0.6194239,0.6386759,0.5666036,0.51336414,0.5286619,0.5369275,0.52942467,0.5790178,0.6285174,0.6742279
seborrheic_keratosis_aug_42.mat,seborrheic_keratosis,0.04119572,0.06566533,0.09815853,0.20232357,0.38182092,0.5650497,0.6166175,0.5072791,0.43750933,0.41317898,0.41736403,0.5055428,0.537762,0.61162645,0.6472195,0.6962986,0.73116636,0.7715087,0.829185,0.82962847,0.8177409,0.8685253,0.9013914,0.7893606,0.70700485,0.692998,0.6194026,0.5798073,0.54046124,0.5162956,0.38731283
seborrheic_keratosis_aug_43.mat,seborrheic_keratosis,0.28062063,0.35326973,0.37372196,0.37165424,0.36424387,0.38512254,0.43133315,0.45303902,0.47424018,0.5201889,0.5508894,0.6108946,0.6425737,0.71792793,0.77153116,0.803794,0.81505966,0.90404636,0.97157437,1.0038126,1.0176314,1.0789495,1.1220407,1.0211083,0.95028114,0.971311,0.9862855,0.9839323,1.0291442,1.0592777,1.0457416
seborrheic_keratosis_aug_44.mat,seborrheic_keratosis,0.43890193,0.48667428,0.5005266,0.48471475,0.46600592,0.4669084,0.49013218,0.5045697,0.48332226,0.5424902,0.5864309,0.6311116,0.6685843,0.7304827,0.7811448,0.79438466,0.8034288,0.86529726,0.9073905,0.9748914,1.0222582,1.0823822,1.1228538,1.0478554,0.98394513,0.97819936,0.975363,0.93705547,0.9631374,0.9623937,0.95677227
seborrheic_keratosis_aug_45.mat,seborrheic_keratosis,0.42478618,0.46504885,0.44664386,0.4172719,0.38882524,0.3655306,0.37278554,0.37622112,0.38535547,0.4234255,0.44313878,0.5027883,0.5331332,0.5962803,0.62908167,0.6461879,0.6674697,0.6953884,0.6878174,0.7670848,0.79093945,0.81266606,0.83852035,0.7867438,0.72924775,0.71533555,0.7157614,0.6913539,0.7301691,0.73581475,0.75117797
seborrheic_keratosis_aug_46.mat,seborrheic_keratosis,0.32379696,0.36388677,0.37471995,0.36011267,0.3396338,0.34050682,0.35026574,0.35174298,0.34283286,0.37760684,0.40390077,0.43898782,0.4557826,0.48724496,0.5111478,0.5144978,0.5283917,0.57341635,0.616921,0.6684844,0.710087,0.761653,0.7972011,0.7324582,0.68315864,0.68283904,0.6848874,0.68292046,0.7143008,0.7455864,0.7473186
seborrheic_keratosis_aug_47.mat,seborrheic_keratosis,0.33691674,0.38421082,0.3982265,0.3827942,0.36220378,0.37305114,0.39153278,0.39667922,0.3825751,0.417155,0.44561476,0.46284536,0.45978242,0.48092967,0.5029163,0.5008386,0.5052205,0.56912076,0.65216506,0.72005963,0.79975665,0.89476293,0.96187025,0.89483166,0.85064924,0.8610413,0.85199434,0.824959,0.83849245,0.8578638,0.8211177
seborrheic_keratosis_aug_48.mat,seborrheic_keratosis,0.34858876,0.39904666,0.41046137,0.39790022,0.38030383,0.38499272,0.4070528,0.41449508,0.41198766,0.4523052,0.47889924,0.5264753,0.5562849,0.61697674,0.661115,0.68125916,0.6994813,0.76937515,0.81930953,0.87388134,0.9048756,0.9571941,0.9901452,0.9061176,0.8394728,0.8373552,0.83929336,0.83008283,0.86809874,0.9003433,0.9093772
seborrheic_keratosis_aug_49.mat,seborrheic_keratosis,0.49114466,0.52448505,0.54136825,0.5220196,0.51021856,0.49959365,0.5094169,0.5153345,0.45428997,0.529455,0.6018345,0.6490965,0.7057514,0.7665139,0.8283962,0.8279389,0.80650514,0.865645,0.8974931,0.9427216,0.9886775,1.0287459,1.0552374,0.97112405,0.89671046,0.8935673,0.90262693,0.81358624,0.86397725,0.8679401,0.903515
seborrheic_keratosis_aug_5.mat,seborrheic_keratosis,0.08437156,0.14623217,0.10957044,0.12466688,0.13351502,0.152507,0.2070129,0.23529264,0.35558504,0.33930457,0.27271783,0.32519203,0.30172664,0.35366252,0.34371105,0.38066596,0.37232956,0.38617787,0.3671033,0.47126353,0.4607425,0.4967852,0.5470249,0.54221994,0.51122296,0.49154353,0.46847734,0.5308272,0.49953273,0.4064242,0.31616533
seborrheic_keratosis_aug_50.mat,seborrheic_keratosis,0.29649034,0.36367068,0.38106215,0.37605608,0.36860925,0.3937541,0.43915796,0.4605415,0.4723704,0.51573277,0.54304373,0.5868216,0.6044618,0.6585689,0.6932456,0.712463,0.7246582,0.7986182,0.85943073,0.9071012,0.93712586,1.009555,1.0628189,0.98706955,0.93179244,0.94898736,0.9544167,0.93763816,0.95685756,0.954615,0.9158632
seborrheic_keratosis_aug_51.mat,seborrheic_keratosis,0.24736007,0.3042617,0.26771858,0.26065227,0.24330471,0.24335863,0.27023005,0.27980247,0.34579745,0.36190623,0.31900916,0.39307103,0.4058244,0.473912,0.4825923,0.5163393,0.52241695,0.53086287,0.4941058,0.6510348,0.6861483,0.7343433,0.78553444,0.77757263,0.735733,0.6778777,0.63478756,0.7418675,0.722296,0.64770633,0.5850006
seborrheic_keratosis_aug_52.mat,seborrheic_keratosis,0.5093451,0.5376008,0.49699363,0.45802113,0.41178071,0.3779261,0.37024206,0.37231132,0.39558774,0.4378961,0.441583,0.51602143,0.5560724,0.6206366,0.6419867,0.6609146,0.6876046,0.65664077,0.58768386,0.73677593,0.7820542,0.79426533,0.816451,0.8056641,0.7566493,0.6886348,0.6505447,0.6985928,0.70535713,0.6727192,0.68320066
seborrheic_keratosis_aug_53.mat,seborrheic_keratosis,0.3475181,0.39688164,0.40612143,0.39510995,0.3747481,0.3771105,0.40296814,0.41825256,0.4253488,0.46685907,0.48774776,0.5296856,0.5522407,0.61018246,0.65102565,0.6704704,0.684875,0.7483685,0.7933917,0.86351025,0.90299326,0.9657374,1.0101436,0.9463238,0.8937486,0.89086574,0.8907399,0.8891032,0.90833586,0.91069806,0.89326113
seborrheic_keratosis_aug_54.mat,seborrheic_keratosis,0.22094215,0.30615807,0.3096363,0.32068807,0.32435793,0.35590944,0.41351506,0.44001555,0.5091808,0.5288361,0.5088785,0.5673699,0.56665885,0.6248495,0.63765407,0.67181206,0.6908484,0.7460969,0.77868104,0.8523193,0.85268927,0.92480236,0.9888689,0.9325998,0.8808384,0.88481724,0.88812417,0.945363,0.93551254,0.8644918,0.75372046
seborrheic_keratosis_aug_55.mat,seborrheic_keratosis,0.3409101,0.4013279,0.40845767,0.40023133,0.38523695,0.3979597,0.43452486,0.45515326,0.4790612,0.51417136,0.5239088,0.5658888,0.5805422,0.64020973,0.67483425,0.6999938,0.7253493,0.7863176,0.8321117,0.9152327,0.9546334,1.028125,1.0823065,1.0233603,0.97004044,0.96367586,0.9592008,0.9565727,0.95489997,0.9208748,0.8669023
seborrheic_keratosis_aug_56.mat,seborrheic_keratosis,0.21259293,0.26566544,0.28950533,0.2893988,0.28432626,0.3085467,0.3358967,0.3385385,0.33441314,0.35900682,0.3769631,0.39942604,0.39382842,0.41503593,0.43233287,0.4359987,0.44393957,0.5177474,0.60344464,0.6397124,0.6865934,0.76907325,0.8256734,0.74740607,0.7000086,0.72275174,0.727076,0.7221702,0.7502001,0.7875701,0.7567904
seborrheic_keratosis_aug_57.mat,seborrheic_keratosis,0.5323396,0.5708139,0.5695472,0.5396258,0.51655626,0.49693042,0.50600594,0.51392215,0.49097505,0.5504721,0.6007732,0.65771115,0.7092021,0.7819055,0.83268416,0.8377627,0.8390023,0.8809567,0.88128304,0.96158504,1.0053576,1.0443624,1.0766227,1.014259,0.94221956,0.92699206,0.934256,0.85050094,0.89118695,0.8699196,0.9000284
seborrheic_keratosis_aug_58.mat,seborrheic_keratosis,0.2832706,0.35337403,0.37069982,0.37044495,0.36516294,0.38131467,0.43450797,0.46901363,0.5000453,0.5568992,0.59903395,0.65757596,0.6838727,0.7499476,0.7962313,0.8199461,0.8127905,0.88014215,0.9288194,0.9449738,0.94977176,0.9993229,1.0419849,0.95663494,0.8993129,0.93291366,0.9461327,0.9180221,0.95422834,0.95997924,0.9203438
seborrheic_keratosis_aug_59.mat,seborrheic_keratosis,0.18388283,0.2440516,0.19792472,0.20265044,0.19544601,0.20256668,0.23925076,0.2533446,0.3515877,0.3482009,0.2774385,0.34919387,0.3486291,0.4207085,0.42235106,0.46264616,0.4560337,0.45830926,0.41254398,0.58186233,0.61102843,0.6654398,0.72624063,0.7311259,0.694472,0.6331173,0.5770255,0.69388884,0.6545809,0.5493356,0.46062577
seborrheic_keratosis_aug_6.mat,seborrheic_keratosis,0.30117363,0.369074,0.37195304,0.36577606,0.35603166,0.37125763,0.41134688,0.43042395,0.46571493,0.49409062,0.49726316,0.5453299,0.5554563,0.6143788,0.6420032,0.6683088,0.689766,0.7531927,0.7947479,0.8652372,0.8869997,0.95135915,1.0032133,0.94071376,0.8852761,0.8876926,0.89048845,0.89257044,0.8979301,0.86237985,0.7969013
seborrheic_keratosis_aug_60.mat,seborrheic_keratosis,0.049522124,0.10040347,0.08120138,0.10843121,0.14452942,0.15445329,0.19824167,0.20285562,0.23295994,0.2620807,0.25666267,0.33408752,0.34955847,0.42688283,0.4705195,0.5151083,0.47769994,0.53344506,0.548848,0.55755055,0.51224786,0.50714993,0.52118486,0.44793049,0.3871088,0.39252594,0.37964725,0.37853646,0.40668258,0.41857255,0.40195653
seborrheic_keratosis_aug_61.mat,seborrheic_keratosis,0.3515145,0.41314632,0.43104985,0.41845477,0.408663,0.42723212,0.46093374,0.47093236,0.4528756,0.5045388,0.5450498,0.5977085,0.6373149,0.70476025,0.7556609,0.7775235,0.7896429,0.8750229,0.9339518,0.9718106,0.99606824,1.0510598,1.0831007,0.9817727,0.90251017,0.9080068,0.9101218,0.8780329,0.9230115,0.9581473,0.9776625
seborrheic_keratosis_aug_62.mat,seborrheic_keratosis,0.20086433,0.26656404,0.25716314,0.2587206,0.2598973,0.27007166,0.3187946,0.3423061,0.38682076,0.41515344,0.4122535,0.46984765,0.4772437,0.5363343,0.56336457,0.59317726,0.58790225,0.6235555,0.64037585,0.66208667,0.64443725,0.6741598,0.7146097,0.65103984,0.60632974,0.62987375,0.627895,0.6328782,0.6553017,0.65212935,0.6053879
seborrheic_keratosis_aug_63.mat,seborrheic_keratosis,0.2096486,0.26946104,0.23887755,0.23661721,0.22375545,0.22685896,0.25810832,0.26906404,0.33413684,0.34864557,0.30708882,0.37576842,0.38182092,0.44670638,0.4596484,0.4971551,0.498839,0.527933,0.51775074,0.6546464,0.68291783,0.7345948,0.7868505,0.7648784,0.7201976,0.6765617,0.6444873,0.74760574,0.7360441,0.67876035,0.62020755
seborrheic_keratosis_aug_64.mat,seborrheic_keratosis,0.4127659,0.45826423,0.4624566,0.44233268,0.42047787,0.41509572,0.42703944,0.42995805,0.42190483,0.46686172,0.5036578,0.5573836,0.5931151,0.65414387,0.6994147,0.7161423,0.7347954,0.7897117,0.8264892,0.8857715,0.9221558,0.9634836,0.99016315,0.9048317,0.83312714,0.8240721,0.8210495,0.79421353,0.83864355,0.87841934,0.9001106
seborrheic_keratosis_aug_65.mat,seborrheic_keratosis,0.367535,0.41465726,0.4345064,0.4209166,0.40864813,0.41285992,0.4332985,0.43945396,0.40291217,0.46025386,0.50891566,0.55584466,0.59948623,0.6584879,0.7089997,0.7188735,0.7169871,0.79110664,0.837829,0.86709845,0.89184624,0.9356139,0.9604192,0.86644816,0.7925975,0.7970832,0.8061054,0.7658079,0.8185121,0.8546799,0.8886567
seborrheic_keratosis_aug_66.mat,seborrheic_keratosis,0.37175402,0.42775074,0.40594184,0.3943068,0.3749003,0.36501366,0.3940111,0.4197525,0.48984042,0.5089646,0.4889862,0.5428859,0.5544767,0.6242569,0.6423075,0.6655816,0.67386705,0.6943626,0.6705669,0.8217053,0.868244,0.93513054,0.9993239,0.9934427,0.9490677,0.91014755,0.8940875,0.90125906,0.87795365,0.75223684,0.67251337
seborrheic_keratosis_aug_67.mat,seborrheic_keratosis,0.19833004,0.25878465,0.2761013,0.2875528,0.28850514,0.313048,0.36418355,0.38926417,0.42371494,0.46190417,0.4820921,0.52841496,0.5400747,0.6055897,0.65432626,0.68810666,0.6911948,0.76488143,0.8326745,0.8730078,0.89903176,0.9759576,1.0375429,0.97128266,0.9332412,0.9601445,0.96022165,0.9658573,0.9798776,0.9912802,0.94168246
seborrheic_keratosis_aug_68.mat,seborrheic_keratosis,0.35355514,0.43083963,0.45742825,0.45093942,0.4408709,0.46445528,0.51822525,0.5529304,0.5650698,0.62765455,0.6743358,0.72719514,0.7595624,0.8261137,0.87406486,0.89707524,0.9074975,0.9882357,1.0514328,1.0827289,1.1010523,1.1666597,1.2116102,1.1112944,1.0373275,1.060368,1.0733087,1.0403185,1.0750288,1.0770369,1.0498966
seborrheic_keratosis_aug_69.mat,seborrheic_keratosis,0.24101885,0.3046285,0.3077296,0.3094262,0.30210847,0.32559976,0.36909986,0.388088,0.42931533,0.44849232,0.44158503,0.47390702,0.46270636,0.5095589,0.5346228,0.5651308,0.5890653,0.6553134,0.72579926,0.81568015,0.8683241,0.9650417,1.0407034,0.99338746,0.9584862,0.96186596,0.94748026,0.96692204,0.94646615,0.91480803,0.8208004
seborrheic_keratosis_aug_7.mat,seborrheic_keratosis,0.48835975,0.5268183,0.5363025,0.51217544,0.49253863,0.48135644,0.48811197,0.48862824,0.4483798,0.5093229,0.56472844,0.61940014,0.67322695,0.74216515,0.79873663,0.80727017,0.81409025,0.8728976,0.89891064,0.9543972,0.99090725,1.0246028,1.0431573,0.95217425,0.86919504,0.8563618,0.8599917,0.79407954,0.84892803,0.8762214,0.9227512
seborrheic_keratosis_aug_70.mat,seborrheic_keratosis,0.30833948,0.3614255,0.37106562,0.36477208,0.35127845,0.350528,0.38357833,0.4093613,0.4252572,0.47224894,0.4984046,0.54358864,0.56743574,0.6232458,0.66232085,0.6779083,0.67230225,0.72671324,0.75916725,0.80312306,0.8208961,0.8688865,0.9092603,0.8485347,0.79934275,0.8099843,0.82212234,0.80602586,0.8294468,0.81159693,0.7836805
seborrheic_keratosis_aug_71.mat,seborrheic_keratosis,0.28143653,0.34967715,0.33990324,0.33498642,0.3289024,0.3312558,0.3777141,0.4108952,0.47464296,0.4965904,0.48810855,0.5382023,0.5432571,0.60015756,0.6150738,0.63814026,0.64732707,0.6796614,0.68160796,0.7338659,0.72152287,0.757766,0.8011493,0.7533203,0.70307285,0.71444917,0.7259081,0.70668817,0.7159463,0.6493187,0.5826492
seborrheic_keratosis_aug_72.mat,seborrheic_keratosis,0.2536837,0.30755186,0.3162666,0.31566292,0.30453327,0.31719518,0.35360005,0.373606,0.40098354,0.42717493,0.434805,0.46294332,0.4603306,0.5055206,0.5371018,0.5575484,0.5685109,0.6307525,0.6965998,0.7716138,0.8276442,0.91684496,0.9868782,0.93814516,0.9063784,0.91736925,0.9095366,0.9063552,0.90341544,0.88763446,0.81843436
seborrheic_keratosis_aug_73.mat,seborrheic_keratosis,0.4493704,0.49420515,0.4998677,0.48681045,0.47118464,0.46323562,0.48936486,0.5156618,0.523372,0.57852703,0.61438787,0.662305,0.6985045,0.7643875,0.81121343,0.82251996,0.8246834,0.85596,0.8668078,0.9540369,1.0018038,1.0596392,1.1088055,1.0660591,1.0154603,1.0025489,1.0045596,0.95015544,0.95205504,0.8837021,0.8460004
seborrheic_keratosis_aug_74.mat,seborrheic_keratosis,0.20795259,0.25798017,0.2767755,0.27795303,0.27167535,0.2889944,0.31695858,0.32348618,0.32601768,0.34929633,0.36207145,0.38527796,0.38248023,0.41377193,0.4391456,0.45111874,0.46049938,0.53551567,0.6153429,0.655402,0.6959844,0.77131015,0.8232384,0.74958044,0.704324,0.72182703,0.7222575,0.71809673,0.74002534,0.7686503,0.73521876
seborrheic_keratosis_aug_75.mat,seborrheic_keratosis,0.08007685,0.14080487,0.10441786,0.115857534,0.11878451,0.12921773,0.1705855,0.18380924,0.26788196,0.27076253,0.2135776,0.28518724,0.27946153,0.33984572,0.34539384,0.38465554,0.371168,0.37271252,0.34791598,0.45070273,0.45071507,0.4852606,0.535388,0.5172899,0.4843919,0.45481774,0.4162089,0.5291569,0.5146872,0.4677077,0.39530316
seborrheic_keratosis_aug_76.mat,seborrheic_keratosis,0.27507797,0.32642803,0.34796137,0.34436625,0.33773753,0.3566347,0.38020447,0.37979284,0.36899504,0.39676386,0.42253503,0.44810772,0.4491275,0.48082036,0.51077443,0.5199536,0.5303623,0.6168139,0.7121851,0.7467446,0.7940517,0.87000924,0.9162972,0.81523967,0.74915504,0.76655513,0.76204705,0.7305672,0.7685281,0.8246179,0.8099446
seborrheic_keratosis_aug_77.mat,seborrheic_keratosis,0.39739352,0.44205642,0.40244305,0.3840332,0.35785598,0.3466556,0.36259487,0.37009257,0.4272384,0.44347304,0.41028535,0.47704223,0.49954465,0.5782039,0.5947733,0.6209744,0.6222865,0.62841624,0.5763276,0.7627219,0.8232812,0.88936526,0.95144564,0.9592399,0.9135662,0.84259695,0.79362386,0.8452955,0.8183146,0.71674114,0.6847805
seborrheic_keratosis_aug_78.mat,seborrheic_keratosis,0.4757624,0.5097869,0.50815916,0.48768952,0.47222856,0.4546684,0.46701223,0.47862288,0.4663489,0.5180948,0.55788577,0.60946494,0.6538265,0.7200889,0.7652196,0.76909614,0.76459485,0.79142,0.7846798,0.8652332,0.90824866,0.95002085,0.9895258,0.94791585,0.8936909,0.8787681,0.8863242,0.81213593,0.8343191,0.7883045,0.7975835
seborrheic_keratosis_aug_79.mat,seborrheic_keratosis,0.37549528,0.42611542,0.39021072,0.3697914,0.34157175,0.33714354,0.35500768,0.36093426,0.41205224,0.4365233,0.41393754,0.48914075,0.5163633,0.59366024,0.61524564,0.647508,0.6609669,0.6648736,0.6212835,0.8032608,0.8694488,0.92933285,0.98647165,0.9837791,0.9394808,0.8704449,0.81631047,0.8884873,0.8678497,0.79221034,0.7491296
seborrheic_keratosis_aug_8.mat,seborrheic_keratosis,0.1470159,0.20322186,0.14604817,0.14911845,0.14292169,0.14192186,0.17435364,0.18665867,0.28285626,0.28294384,0.20683806,0.2848114,0.28200278,0.34975827,0.34499,0.3827532,0.37655866,0.34264222,0.2686392,0.44884658,0.4820027,0.525596,0.58681685,0.6108075,0.58502245,0.5133861,0.44240406,0.5643883,0.5143881,0.3916887,0.2867115
seborrheic_keratosis_aug_80.mat,seborrheic_keratosis,0.3852289,0.43041667,0.4570708,0.44347763,0.4298736,0.4310035,0.44947597,0.4556142,0.41135836,0.472425,0.5299089,0.5731729,0.61829597,0.6785977,0.73823917,0.748689,0.7475618,0.8331507,0.89723456,0.919931,0.9505943,0.99678504,1.0197011,0.9091465,0.827504,0.8375877,0.84985805,0.79483813,0.8605551,0.91421235,0.9565415
seborrheic_keratosis_aug_81.mat,seborrheic_keratosis,0.37495795,0.42803532,0.44634992,0.43530416,0.41717383,0.4221916,0.45150894,0.47032365,0.4616723,0.5155728,0.554477,0.59499574,0.6237839,0.68242675,0.73201114,0.7490647,0.7571241,0.829804,0.88816017,0.94180745,0.9835448,1.0490907,1.0924387,1.0111238,0.9497639,0.95550776,0.95597774,0.9290279,0.9578014,0.97036725,0.9568668
seborrheic_keratosis_aug_82.mat,seborrheic_keratosis,0.17007235,0.23068048,0.19450831,0.19442566,0.18499158,0.17917435,0.210691,0.2233827,0.2923679,0.3053618,0.2591302,0.3286393,0.32794857,0.3895644,0.3989509,0.43278205,0.42173812,0.43888232,0.41820204,0.5349508,0.5472757,0.5872799,0.6381832,0.6156735,0.57370275,0.54158455,0.5106764,0.6012353,0.5976492,0.54453784,0.48198903
seborrheic_keratosis_aug_83.mat,seborrheic_keratosis,0.12543558,0.18210231,0.13130623,0.13350125,0.13408938,0.14372881,0.1832652,0.19504677,0.27765608,0.2773825,0.20940144,0.2789428,0.27075204,0.330405,0.31606394,0.34753117,0.3602675,0.31707373,0.24248469,0.37402508,0.37822476,0.41185153,0.46633923,0.48370773,0.46187624,0.41227314,0.35394415,0.43896723,0.3930049,0.29285628,0.203411
seborrheic_keratosis_aug_84.mat,seborrheic_keratosis,0.49939933,0.54810214,0.5501392,0.5304545,0.50897956,0.4959856,0.5165247,0.5362098,0.5431162,0.5931155,0.6247923,0.67848617,0.71947867,0.7940407,0.8417466,0.856157,0.8661322,0.9093749,0.91879916,1.0097686,1.0502864,1.1065427,1.1521178,1.0957144,1.0305009,1.0145252,1.0214827,0.974529,0.994274,0.9442602,0.9308689
seborrheic_keratosis_aug_85.mat,seborrheic_keratosis,0.37422088,0.41111282,0.3819241,0.35436445,0.32763848,0.31066054,0.3129714,0.30837587,0.31996256,0.35147315,0.35800102,0.41784152,0.43656006,0.482451,0.49803096,0.5146689,0.54013246,0.5448118,0.5309705,0.62667125,0.6590766,0.67776483,0.70338356,0.6647274,0.6169111,0.5875113,0.56687754,0.587065,0.6068559,0.60934216,0.59929854
seborrheic_keratosis_aug_86.mat,seborrheic_keratosis,0.4970028,0.54186654,0.5610045,0.5389699,0.5193818,0.5109841,0.5273318,0.54107344,0.4961147,0.56733817,0.63270336,0.6740007,0.71900827,0.77614707,0.83161044,0.8322399,0.82258075,0.89344114,0.9414568,0.99484104,1.0465767,1.1030185,1.139263,1.049705,0.9730785,0.97559625,0.98571086,0.9029717,0.95031005,0.9535335,0.9703205
seborrheic_keratosis_aug_87.mat,seborrheic_keratosis,0.23491226,0.27880564,0.28371677,0.28210217,0.2732747,0.2769783,0.31077978,0.33429602,0.36280257,0.39384452,0.40752035,0.44513658,0.46087968,0.51835954,0.5573935,0.5826849,0.5909472,0.6398415,0.6739376,0.7256729,0.7480016,0.7985989,0.8395692,0.79402363,0.7564557,0.7611523,0.76219314,0.74726045,0.757237,0.7458709,0.72784925
seborrheic_keratosis_aug_88.mat,seborrheic_keratosis,0.22881888,0.2978241,0.31938574,0.32533285,0.32476524,0.3522867,0.4080823,0.43736514,0.47092608,0.5176839,0.5525935,0.6051775,0.62318575,0.68637824,0.73203033,0.7592486,0.75707096,0.835055,0.9036244,0.92468876,0.9408337,1.0085357,1.0616492,0.97750634,0.92595816,0.9617108,0.9697096,0.954042,0.98449373,1.0052238,0.9662429
seborrheic_keratosis_aug_89.mat,seborrheic_keratosis,0.08417267,0.12592301,0.1342443,0.1594123,0.18980798,0.23157305,0.26703912,0.25708765,0.2703479,0.28431538,0.28458422,0.3339703,0.34044886,0.3942957,0.42885658,0.46268633,0.47199127,0.5270993,0.58281654,0.62381816,0.64206594,0.6905405,0.7250121,0.6547899,0.60352033,0.59725016,0.568094,0.57559866,0.5759072,0.5898237,0.543809
seborrheic_keratosis_aug_9.mat,seborrheic_keratosis,0.283862,0.33617395,0.29343632,0.28105572,0.25833562,0.25645357,0.27931812,0.2875424,0.35743904,0.3717599,0.32991737,0.40453377,0.41889933,0.4904084,0.501976,0.53657174,0.5434783,0.5350051,0.4841697,0.6654422,0.72292536,0.7801234,0.84040993,0.84939224,0.81576705,0.74739546,0.6858986,0.78365165,0.75133777,0.6655272,0.5968731
